nom,position,minute,points,rebonds,passes_dec,steal,contres,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,ball_perdu,faute_p,plus_moins,dnp,blesse,score_ttfl
Brandon Ingram,F,0 days 00:37:20,24.0,9.0,11.0,3.0,1.0,10.0,19.0,52.6,3.0,6.0,50.0,1.0,2.0,50.0,0.0,9.0,3.0,2.0,17.0,False,False,54.0
Zion Williamson,F,0 days 00:30:34,15.0,10.0,3.0,1.0,1.0,7.0,9.0,77.8,0.0,0.0,0.0,1.0,4.0,25.0,4.0,6.0,6.0,3.0,6.0,False,False,33.0
Steven Adams,C,0 days 00:31:37,8.0,8.0,3.0,4.0,2.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,16.0,False,False,27.0
Lonzo Ball,G,0 days 00:29:48,16.0,5.0,2.0,1.0,2.0,4.0,9.0,44.4,4.0,8.0,50.0,4.0,6.0,66.7,1.0,4.0,5.0,3.0,16.0,False,False,34.0
Eric Bledsoe,G,0 days 00:34:27,18.0,2.0,6.0,1.0,1.0,6.0,12.0,50.0,4.0,8.0,50.0,2.0,4.0,50.0,0.0,2.0,4.0,1.0,4.0,False,False,36.0
JJ Redick,,0 days 00:29:52,23.0,3.0,1.0,0.0,0.0,8.0,14.0,57.1,6.0,11.0,54.5,1.0,1.0,100.0,0.0,3.0,1.0,4.0,10.0,False,False,40.0
Josh Hart,,0 days 00:27:41,6.0,5.0,1.0,2.0,0.0,2.0,5.0,40.0,1.0,4.0,25.0,1.0,3.0,33.3,1.0,4.0,2.0,2.0,8.0,False,False,18.0
Jaxson Hayes,,0 days 00:06:17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False,0.0
Nicolo Melli,,0 days 00:14:31,0.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-6.0,False,False,3.0
Nickeil Alexander-Walker,,0 days 00:04:53,3.0,1.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,False,False,5.0
Willy Hernangomez,,,,,,,,,,,,,,,,,,,,,,True,False,
Kira Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,True,False,
Naji Marshall,,,,,,,,,,,,,,,,,,,,,,True,False,
Sindarius Thornwell,,,,,,,,,,,,,,,,,,,,,,True,False,
